Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cumulative_return,moving_avg_5,moving_avg_20,volatility_20,price_change,Day,Month,Year,Weekday,predicted_close
2011-08-22 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,22,8,2011,Monday,6.022415548037209
2011-08-23 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,23,8,2011,Tuesday,6.022415548037209
2011-08-24 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,24,8,2011,Wednesday,6.022415548037209
2011-08-25 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,25,8,2011,Thursday,6.022415548037209
2011-08-26 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,26,8,2011,Friday,6.022415548037209
2011-08-29 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,29,8,2011,Monday,6.022415548037209
2011-08-30 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,30,8,2011,Tuesday,6.022415548037209
2011-08-31 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,31,8,2011,Wednesday,6.022415548037209
2011-09-01 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,1,9,2011,Thursday,6.022415548037209
2011-09-02 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,2,9,2011,Friday,6.022415548037209
2011-09-05 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,5,9,2011,Monday,6.022415548037209
2011-09-06 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,6,9,2011,Tuesday,6.022415548037209
2011-09-08 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,8,9,2011,Thursday,6.022415548037209
2011-09-09 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,9,9,2011,Friday,6.022415548037209
2011-09-12 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,12,9,2011,Monday,6.022415548037209
2011-09-13 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,13,9,2011,Tuesday,6.022415548037209
2011-09-14 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,14,9,2011,Wednesday,6.022415548037209
2011-09-15 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,15,9,2011,Thursday,6.022415548037209
2011-09-16 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,16,9,2011,Friday,6.022415548037209
2011-09-19 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,19,9,2011,Monday,6.022415548037209
2011-09-20 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,20,9,2011,Tuesday,6.022415548037209
2011-09-21 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,21,9,2011,Wednesday,6.022415548037209
2011-09-22 00:00:00-03:00,6.026988506317139,6.026988506317139,6.026988506317139,6.026988506317139,0,0.0,0.0,0.0,1.0,6.026988506317139,6.026988506317139,0.0,0.0,22,9,2011,Thursday,6.022415548037209
2011-09-23 00:00:00-03:00,7.061717510223389,7.061717510223389,7.061717510223389,7.061717510223389,2400,0.0,0.0,0.17168259120151097,1.171682591201511,6.233934307098389,6.078724956512451,0.038389394447988584,1.03472900390625,23,9,2011,Friday,6.308420822945326
2011-09-26 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,2400,0.0,0.0,0.023689734187424927,1.199439440339108,6.474338150024414,6.138825917243958,0.03847596539682921,0.16729021072387695,26,9,2011,Monday,6.575649370134058
2011-09-27 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,6.714741992950439,6.198926877975464,0.03847596539682921,0.0,27,9,2011,Tuesday,6.842751459643641
2011-09-28 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,6.955145835876465,6.25902783870697,0.03847596539682921,0.0,28,9,2011,Wednesday,7.109853549153224
2011-09-29 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.19554967880249,6.319128799438476,0.03847596539682921,0.0,29,9,2011,Thursday,7.3769556386628095
2011-09-30 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.3792297601699826,0.03847596539682921,0.0,30,9,2011,Friday,7.406467474499551
2011-10-03 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.43933072090149,0.03847596539682921,0.0,3,10,2011,Monday,7.397566814453006
2011-10-04 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.499431681632996,0.03847596539682921,0.0,4,10,2011,Tuesday,7.38866615440646
2011-10-05 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.559532642364502,0.03847596539682921,0.0,5,10,2011,Wednesday,7.379765494359915
2011-10-06 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.619633603096008,0.03847596539682921,0.0,6,10,2011,Thursday,7.37086483431337
2011-10-07 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.679734563827514,0.03847596539682921,0.0,7,10,2011,Friday,7.361964174266824
2011-10-10 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.739835524559021,0.03847596539682921,0.0,10,10,2011,Monday,7.353063514220278
2011-10-11 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.7999364852905275,0.03847596539682921,0.0,11,10,2011,Tuesday,7.3441628541737325
2011-10-13 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.860037446022034,0.03847596539682921,0.0,13,10,2011,Thursday,7.335262194127187
2011-10-14 00:00:00-03:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.92013840675354,0.03847596539682921,0.0,14,10,2011,Friday,7.326361534080641
2011-10-17 00:00:00-02:00,7.229007720947266,7.229007720947266,7.229007720947266,7.229007720947266,0,0.0,0.0,0.0,1.199439440339108,7.229007720947266,6.980239367485046,0.03847596539682921,0.0,17,10,2011,Monday,7.317460874034095
