,Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,daily_return,cumulative_return,moving_avg_5,moving_avg_20,volatility_20,price_change,Day,Month,Year,Weekday
38,2011-09-16 00:00:00-03:00,6.07349967956543,6.07349967956543,6.07349967956543,6.07349967956543,0,0.0,0.0,0.0,1.0,6.07349967956543,6.07349967956543,0.0,0.0,16,9,2011,Friday
39,2011-09-19 00:00:00-03:00,6.07349967956543,6.07349967956543,6.07349967956543,6.07349967956543,0,0.0,0.0,0.0,1.0,6.07349967956543,6.07349967956543,0.0,0.0,19,9,2011,Monday
40,2011-09-20 00:00:00-03:00,6.07349967956543,6.07349967956543,6.07349967956543,6.07349967956543,0,0.0,0.0,0.0,1.0,6.07349967956543,6.07349967956543,0.0,0.0,20,9,2011,Tuesday
41,2011-09-21 00:00:00-03:00,6.07349967956543,6.07349967956543,6.07349967956543,6.07349967956543,0,0.0,0.0,0.0,1.0,6.07349967956543,6.07349967956543,0.0,0.0,21,9,2011,Wednesday
42,2011-09-22 00:00:00-03:00,6.07349967956543,6.07349967956543,6.07349967956543,6.07349967956543,0,0.0,0.0,0.0,1.0,6.07349967956543,6.07349967956543,0.0,0.0,22,9,2011,Thursday
43,2011-09-23 00:00:00-03:00,7.116211414337159,7.116211414337159,7.116211414337159,7.116211414337158,2400,0.0,0.0,0.1716821914521507,1.1716821914521507,6.282042026519775,6.125635266304016,0.03838930506131423,1.0427117347717285,23,9,2011,Friday
44,2011-09-26 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,2400,0.0,0.0,0.023689914423138392,1.1994392422987674,6.524300861358642,6.186199975013733,0.038475880291206146,0.16858243942260742,26,9,2011,Monday
45,2011-09-27 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,6.766559696197509,6.24676468372345,0.038475880291206146,0.0,27,9,2011,Tuesday
46,2011-09-28 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.008818531036377,6.307329392433166,0.038475880291206146,0.0,28,9,2011,Wednesday
47,2011-09-29 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.251077365875244,6.367894101142883,0.038475880291206146,0.0,29,9,2011,Thursday
48,2011-09-30 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.4284588098526,0.038475880291206146,0.0,30,9,2011,Friday
49,2011-10-03 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.489023518562317,0.038475880291206146,0.0,3,10,2011,Monday
50,2011-10-04 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.549588227272034,0.038475880291206146,0.0,4,10,2011,Tuesday
51,2011-10-05 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.61015293598175,0.038475880291206146,0.0,5,10,2011,Wednesday
52,2011-10-06 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.670717644691467,0.038475880291206146,0.0,6,10,2011,Thursday
53,2011-10-07 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.731282353401184,0.038475880291206146,0.0,7,10,2011,Friday
54,2011-10-10 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.791847062110901,0.038475880291206146,0.0,10,10,2011,Monday
55,2011-10-11 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.852411770820618,0.038475880291206146,0.0,11,10,2011,Tuesday
56,2011-10-13 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.912976479530334,0.038475880291206146,0.0,13,10,2011,Thursday
57,2011-10-14 00:00:00-03:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,6.973541188240051,0.038475880291206146,0.0,14,10,2011,Friday
58,2011-10-17 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.034105896949768,0.038475880291206146,0.0,17,10,2011,Monday
59,2011-10-18 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.094670605659485,0.038475880291206146,0.0,18,10,2011,Tuesday
60,2011-10-19 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.155235314369202,0.038475880291206146,0.0,19,10,2011,Wednesday
61,2011-10-20 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.215800023078918,0.038475880291206146,0.0,20,10,2011,Thursday
62,2011-10-21 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.276364731788635,0.038475880291206146,0.0,21,10,2011,Friday
63,2011-10-24 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.284793853759766,0.005297225903128995,0.0,24,10,2011,Monday
64,2011-10-25 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.284793853759766,0.0,0.0,25,10,2011,Tuesday
65,2011-10-26 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.284793853759766,0.0,0.0,26,10,2011,Wednesday
66,2011-10-27 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.284793853759766,0.0,0.0,27,10,2011,Thursday
67,2011-10-28 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.284793853759766,0.0,0.0,28,10,2011,Friday
68,2011-10-31 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.284793853759766,0.0,0.0,31,10,2011,Monday
69,2011-11-01 00:00:00-02:00,7.284793853759766,7.284793853759766,7.284793853759766,7.284793853759766,0,0.0,0.0,0.0,1.1994392422987674,7.284793853759766,7.284793853759766,0.0,0.0,1,11,2011,Tuesday
70,2011-11-03 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,2400,0.0,0.0,-0.06249034516525154,1.1244858700427696,7.1937479972839355,7.262032389640808,0.013973265972692769,-0.4552292823791504,3,11,2011,Thursday
71,2011-11-04 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,7.1027021408081055,7.239270925521851,0.013973265972692769,0.0,4,11,2011,Friday
72,2011-11-07 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,7.011656284332275,7.216509461402893,0.013973265972692769,0.0,7,11,2011,Monday
73,2011-11-08 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.920610427856445,7.1937479972839355,0.013973265972692769,0.0,8,11,2011,Tuesday
74,2011-11-09 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,7.170986533164978,0.013973265972692769,0.0,9,11,2011,Wednesday
75,2011-11-10 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,7.1482250690460205,0.013973265972692769,0.0,10,11,2011,Thursday
76,2011-11-11 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,7.125463604927063,0.013973265972692769,0.0,11,11,2011,Friday
77,2011-11-14 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,7.1027021408081055,0.013973265972692769,0.0,14,11,2011,Monday
78,2011-11-16 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,7.079940676689148,0.013973265972692769,0.0,16,11,2011,Wednesday
79,2011-11-17 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,7.05717921257019,0.013973265972692769,0.0,17,11,2011,Thursday
80,2011-11-18 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,7.034417748451233,0.013973265972692769,0.0,18,11,2011,Friday
81,2011-11-21 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,7.011656284332275,0.013973265972692769,0.0,21,11,2011,Monday
82,2011-11-22 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,6.988894820213318,0.013973265972692769,0.0,22,11,2011,Tuesday
83,2011-11-23 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,6.96613335609436,0.013973265972692769,0.0,23,11,2011,Wednesday
84,2011-11-24 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,6.943371891975403,0.013973265972692769,0.0,24,11,2011,Thursday
85,2011-11-25 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,6.920610427856445,0.013973265972692769,0.0,25,11,2011,Friday
86,2011-11-28 00:00:00-02:00,6.829564571380614,6.829564571380614,6.829564571380614,6.829564571380615,0,0.0,0.0,0.0,1.1244858700427696,6.829564571380615,6.897848963737488,0.013973265972692769,0.0,28,11,2011,Monday
87,2011-11-29 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.068922,0.0,0.006921701209309683,1.1322692252492963,6.839019012451172,6.877451109886169,0.014139454833807045,0.0472722053527832,29,11,2011,Tuesday
88,2011-11-30 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.848473453521729,6.857053256034851,0.014139454833807045,0.0,30,11,2011,Wednesday
89,2011-12-01 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.857927894592285,6.836655402183533,0.014139454833807045,0.0,1,12,2011,Thursday
90,2011-12-02 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.867382335662842,6.839019012451172,0.001547739442395818,0.0,2,12,2011,Friday
91,2011-12-05 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.841382622718811,0.001547739442395818,0.0,5,12,2011,Monday
92,2011-12-06 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.84374623298645,0.001547739442395818,0.0,6,12,2011,Tuesday
93,2011-12-07 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.846109843254089,0.001547739442395818,0.0,7,12,2011,Wednesday
94,2011-12-08 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.848473453521729,0.001547739442395818,0.0,8,12,2011,Thursday
95,2011-12-09 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.850837063789368,0.001547739442395818,0.0,9,12,2011,Friday
96,2011-12-12 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.853200674057007,0.001547739442395818,0.0,12,12,2011,Monday
97,2011-12-13 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.855564284324646,0.001547739442395818,0.0,13,12,2011,Tuesday
98,2011-12-14 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.857927894592285,0.001547739442395818,0.0,14,12,2011,Wednesday
99,2011-12-15 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.860291504859925,0.001547739442395818,0.0,15,12,2011,Thursday
100,2011-12-16 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.862655115127564,0.001547739442395818,0.0,16,12,2011,Friday
101,2011-12-19 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.865018725395203,0.001547739442395818,0.0,19,12,2011,Monday
102,2011-12-20 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.867382335662842,0.001547739442395818,0.0,20,12,2011,Tuesday
103,2011-12-21 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.869745945930481,0.001547739442395818,0.0,21,12,2011,Wednesday
104,2011-12-22 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.8721095561981205,0.001547739442395818,0.0,22,12,2011,Thursday
105,2011-12-23 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.8744731664657595,0.001547739442395818,0.0,23,12,2011,Friday
106,2011-12-26 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.876836776733398,0.001547739442395818,0.0,26,12,2011,Monday
107,2011-12-27 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.876836776733398,0.0,0.0,27,12,2011,Tuesday
108,2011-12-28 00:00:00-02:00,6.876836776733399,6.876836776733399,6.876836776733399,6.876836776733398,0,0.0,0.0,0.0,1.1322692252492963,6.876836776733398,6.876836776733398,0.0,0.0,28,12,2011,Wednesday
109,2011-12-29 00:00:00-02:00,7.487245087042257,7.495818138122558,7.487245087042257,7.495818138122559,21600,0.0,0.0,0.09000960492233556,1.2341843308797045,7.00063304901123,6.907785844802857,0.020126759523424194,0.6189813613891602,29,12,2011,Thursday
110,2012-01-02 00:00:00-02:00,7.495818138122558,7.495818138122558,7.495818138122558,7.495818138122559,0,0.0,0.0,0.0,1.2341843308797045,7.124429321289062,6.938734912872315,0.020126759523424194,0.0,2,1,2012,Monday
111,2012-01-03 00:00:00-02:00,7.673000591116492,7.673000591116492,7.418662071228027,7.418662071228027,34800,0.0,0.0,-0.010293214892998503,1.2214806063443882,7.232794380187988,6.965826177597046,0.02037793454378238,-0.07715606689453125,3,1,2012,Tuesday
112,2012-01-04 00:00:00-02:00,7.418662071228027,7.418662071228027,7.418662071228027,7.418662071228027,0,0.0,0.0,0.0,1.2214806063443882,7.341159439086914,6.992917442321778,0.02037793454378238,0.0,4,1,2012,Wednesday
113,2012-01-05 00:00:00-02:00,7.418662071228027,7.418662071228027,7.418662071228027,7.418662071228027,0,0.0,0.0,0.0,1.2214806063443882,7.4495244979858395,7.020008707046509,0.02037793454378238,0.0,5,1,2012,Thursday
114,2012-01-06 00:00:00-02:00,7.418662071228027,7.418662071228027,7.418662071228027,7.418662071228027,0,0.0,0.0,0.0,1.2214806063443882,7.434093284606933,7.047099971771241,0.02037793454378238,0.0,6,1,2012,Friday
115,2012-01-09 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,1200,0.0,0.0,-0.007704365749410136,1.2120698729972996,7.407230854034424,7.071333432197571,0.02052950369931608,-0.05715608596801758,9,1,2012,Monday
116,2012-01-10 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.39579963684082,7.095566892623902,0.02052950369931608,0.0,10,1,2012,Tuesday
117,2012-01-11 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.384368419647217,7.119800353050232,0.02052950369931608,0.0,11,1,2012,Wednesday
118,2012-01-12 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.372937202453613,7.144033813476563,0.02052950369931608,0.0,12,1,2012,Thursday
119,2012-01-13 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.168267273902893,0.02052950369931608,0.0,13,1,2012,Friday
120,2012-01-16 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.192500734329224,0.02052950369931608,0.0,16,1,2012,Monday
121,2012-01-17 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.2167341947555546,0.02052950369931608,0.0,17,1,2012,Tuesday
122,2012-01-18 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.240967655181885,0.02052950369931608,0.0,18,1,2012,Wednesday
123,2012-01-19 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.265201115608216,0.02052950369931608,0.0,19,1,2012,Thursday
124,2012-01-20 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.289434576034546,0.02052950369931608,0.0,20,1,2012,Friday
125,2012-01-23 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.313668036460877,0.02052950369931608,0.0,23,1,2012,Monday
126,2012-01-24 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.337901496887207,0.02052950369931608,0.0,24,1,2012,Tuesday
127,2012-01-26 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.362134957313538,0.02052950369931608,0.0,26,1,2012,Thursday
128,2012-01-27 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.3863684177398685,0.02052950369931608,0.0,27,1,2012,Friday
129,2012-01-30 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.379652810096741,0.0028014270704046582,0.0,30,1,2012,Monday
130,2012-01-31 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.372937202453613,0.0028014270704046582,0.0,31,1,2012,Tuesday
131,2012-02-01 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.370079398155212,0.0017227485539201325,0.0,1,2,2012,Wednesday
132,2012-02-02 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.3672215938568115,0.0017227485539201325,0.0,2,2,2012,Thursday
133,2012-02-03 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.364363789558411,0.0017227485539201325,0.0,3,2,2012,Friday
134,2012-02-06 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.36150598526001,0.0017227485539201325,0.0,6,2,2012,Monday
135,2012-02-07 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.36150598526001,0.0,0.0,7,2,2012,Tuesday
136,2012-02-08 00:00:00-02:00,7.36150598526001,7.36150598526001,7.36150598526001,7.36150598526001,0,0.0,0.0,0.0,1.2120698729972996,7.36150598526001,7.36150598526001,0.0,0.0,8,2,2012,Wednesday
137,2012-02-09 00:00:00-02:00,6.801390647888184,6.801390647888184,6.801390647888184,6.801390647888184,3600,0.0,0.0,-0.0760870586118314,1.119847041528919,7.249482917785644,7.333500218391419,0.017013583526406573,-0.5601153373718262,9,2,2012,Thursday
138,2012-02-10 00:00:00-02:00,6.801390647888184,6.801390647888184,6.801390647888184,6.801390647888184,0,0.0,0.0,0.0,1.119847041528919,7.137459850311279,7.3054944515228275,0.017013583526406573,0.0,10,2,2012,Friday
139,2012-02-13 00:00:00-02:00,6.801390647888184,6.801390647888184,6.801390647888184,6.801390647888184,0,0.0,0.0,0.0,1.119847041528919,7.025436782836914,7.2774886846542355,0.017013583526406573,0.0,13,2,2012,Monday
140,2012-02-14 00:00:00-02:00,6.801390647888184,6.801390647888184,6.801390647888184,6.801390647888184,0,0.0,0.0,0.0,1.119847041528919,6.913413715362549,7.249482917785644,0.017013583526406573,0.0,14,2,2012,Tuesday
